,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
1744,450000,,,,,St-Amable,Montérégie (Rive-Sud Montréal),"491, rue des Marguerites",4,1,1,1,980.0,3680.0
1745,165000,"2561,73$","106,00$","1886,65$","115,73$",Baie-Comeau,Côte-Nord,"155, boulevard La Salle",3,1,,2,988.0,4500.0
1746,345000,"2777,00$","225,00$","800,00$","290,00$",Neufchatel,Québec Rive-Nord,"201-1620, rue Claire-Bonenfant",2,1,1,1,1280.0,1280.0
1747,100000,,,,,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"6351423, rue des Hauts-Jardins",,,,,,7427.1
1748,195000,"1000,00$","600,00$",,,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,"19, 1re rue du Parc",2,1,1,1,631.0,9909.26
1749,825000,"4000,00$","300,00$",,,St-Jérôme (Bellefeuille),Laurentides,"1081, rue Mélanie",4,2,,2,1986.0,33000.0
1750,371200,,,,,Ste-Clotilde-De-Chateauguay,Montérégie (Rive-Sud Montréal),Projet Les Boisés des Pins - Par Habitations Clermont,2,1,1,2,1188.0,2647.0
1751,339900,,,,,Drummondville (Drummondville),Centre-du-Québec,"355, rue de l'Aligoté - Par Construction Serge Brouillette",2,1,1,1,1088.0,5400.0
1752,589000,"4560,15$","259,17$",,,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"1-2-3898-3900, rue de la Fabrique",8,3,2,,,8000.0
1753,695000,"46,31$",,,,Orford,Estrie,13e Rang,,,,,,29051196.9601
1754,549000,"3135,00$","253,00$","4180,00$",,Repentigny (Repentigny),Lanaudière,"106, rue Laforest",5,2,,1,1188.0,7206.0
1756,435000,"1680,40$","180,50$",,,Shefford,Estrie,impasse de la Roche,,,,,,90891.52
1757,659000,"3380,00$","381,00$","460,00$",,Blainville,Laurentides,"201-12, rue du Nivolet",2,2,,1,1376.0,
1759,450000,,,,,Beauport,Québec Rive-Nord,"393, rue Sauriol -  Par Construction Beaubourg",3,1,1,2,1700.0,5000.0
1760,2500000,,,,,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"2, 36e Avenue",3,1,2,2,,28831.0
1761,659000,"2624,04$","316,83$","1230,00$","873,09$",Ahuntsic / Cartierville,Montréal / l'Île,"9777, rue Saint-Hubert",3,2,,2,1244.0,
1762,465000,"3056,00$","290,00$","195,00$","900,00$",St-Nicolas,Québec Rive-Sud (Lévis),"869, rue du Rocher",4,2,,1,1024.0,12403.25
1763,415900,,,,,Sherbrooke (St-Élie-d'Orford),Estrie,"51, rue Gisèle-Trudeau- Par Les Entreprises Lachance",4,2,2,2,1392.0,3657.0
1764,649000,"2457,65$","283,34$","1200,00$","729,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"2278-2278A, rue Pierre-Tétreault",4,3,,,,2253.96
1765,516100,,,,,Drummondville (Drummondville),Centre-du-Québec,"218, Rue du Sémillon- Par Les Entreprises Lachance",3,2,1,2,1700.0,10071.0
1766,498000,"2579,19$","223,46$","2089,68$","2512,92$",St-Tite,Mauricie,"105, route Germain",3,1,1,2,1600.0,66983.0
1768,599000,"3558,72$","337,49$","2340,00$","1032,00$",St-Jean-sur-Richelieu (Iberville),Montérégie (Rive-Sud Montréal),"382, 11e Avenue",4,2,,2,2200.0,8400.15
1769,375000,"2209,95$","180,02$","780,00$",,Mascouche,Lanaudière,"350, place des Pluviers",3,1,,1,1125.91,3377.72
1770,419000,"2929,62$","197,15$","1633,36$",,St-Jacques,Lanaudière,"209A, rue Saint-Jacques",4,2,,2,1290.0,7650.0
1771,517000,,,,,Contrecoeur,Montérégie (Rive-Sud Montréal),"4376, rue Louis-Fiset - Par Habitations Fontaine",3,1,1,2,1416.0,4197.93
1772,455000,,,,,Drummondville (Drummondville),Centre-du-Québec,"725, du Merlot",4,1,,1,1300.0,7071.0
1773,330000,"2005,00$","168,00$","960,00$",,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),"101-550, cours de la Raffinerie",2,1,,4,926.0,
1774,945000,"5228,00$","632,00$","3186,00$","1860,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"5730-5732-5734, rue de Cadillac",3,2,,,,2846.25
1775,1000000,"2710,00$","187,39$","7926,00$","1807,00$",Ste-Cecile-De-Whitton,Estrie,"1824, route 263",8,5,,,,653400.0
1776,336500,"2200,00$","150,87$","2125,00$","1050,00$",Granby,Estrie,"84, rue de Toulouse",3,1,1,1,1101.71,6001.0
1777,549000,"3407,88$","304,74$","1200,00$","602,00$",St-Basile-Le-Grand,Montérégie (Rive-Sud Montréal),"7-281, rue Prévert",2,1,,2,1455.0,
1778,698000,,,,,St-Augustin-De-Desmaures,Québec Rive-Nord,"213, rue Saint Denys Garneau",5,2,1,2,1935.0,11316.1
1782,229900,,,,,Sherbrooke (Mont-Bellevue),Estrie,rue Lamarche - Carré Belvédère - Par Condos Gesteco,2,1,,1,1088.0,
1784,210000,"1487,00$","102,00$","1020,00$","642,12$",St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),"2-701, rue La Salle",2,1,,1,708.27,1249.69
1785,649000,"2410,00$","295,00$",,,Lefebvre,Centre-du-Québec,"73, 11e Rang Ouest",4,3,,1,2289.0,281773.0
1786,380000,"3098,00$","262,00$","3600,00$",,St-Georges,Chaudière-Appalaches,"873, 163e Rue",5,1,,1,,17400.0
1787,315000,"1541,34$","154,95$",,,St-Nicolas,Québec Rive-Sud (Lévis),"852, chemin des Scirpes",,,,,,7128.94
1789,699000,"3011,58$","352,97$",,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"1408, rue de Beaurivage",3,1,,,,4031.0
1790,739900,"2077,55$","316,93$",,,St-Joseph-Du-Lac,Laurentides,"186, rue Lucien-Giguère",4,1,1,2,1560.0,8375.0
1792,1010000,"6020,00$","758,00$","1812,00$","1440,00$",Rosemont / La Petite Patrie,Montréal / l'Île,"6224-6226-6228, rue de Normanville",5,3,,,,1909.52
1793,299000,"2255,50$","144,90$","1300,00$","1042,32$",St-Ambroise,Saguenay-Lac-Saint-Jean,"18, 6e Rang",3,1,1,2,1397.69,36000.0
1794,640000,"2538,30$","293,48$","1125,00$",,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"2585, rue Monsabré",5,3,,,,2100.0
1795,372000,"1229,09$","166,60$","1560,00$",,St-Colomban,Laurentides,"515, rue Picard",2,1,1,1,703.6031999999999,5000.0
1796,999999,"3790,81$","439,84$","3360,00$","1086,00$",ND-De-L'Ile-Perrot,Montérégie Ouest,"57, rue Marie-Marthe-Daoust",5,3,1,2,2270.0,5813.59
1797,474900,"3700,00$","320,00$",,,Scott,Chaudière-Appalaches,"4, rue Jean-Noël",4,2,,1,1255.0,11200.0
1798,675000,"5492,22$","404,53$","1000,00$",,St-Rémi,Montérégie (Rive-Sud Montréal),"115, rue Saint-Simon",8,4,,,,5694.211599999999
1799,649999,"3899,09$","300,28$","289,00$",,Terrebonne (Terrebonne),Lanaudière,"2895, rue du Pressier",4,1,1,2,1604.0,5032.487800000001
1800,395000,,,,,Pierrefonds / Roxboro,Montréal / l'Île,"13910, boulevard Pierrefonds",,,,,,3578.25
1801,558900,"2094,00$","230,00$",,,Blainville,Laurentides,"1003, rue des Écorces",4,2,,1,994.8,6068.69
1802,755000,"6865,00$","531,00$",,,Sherbrooke (Fleurimont),Estrie,"1411-1417, rue Adélard-Dumas",8,4,,,,8645.57
1804,479000,"3277,00$",,"3500,00$",,Charny,Québec Rive-Sud (Lévis),"1953, chemin du Charny",4,2,1,2,1470.0,7914.7
1805,359900,,,,,Sherbrooke (Mont-Bellevue),Estrie,"2030, rue des Prospecteur",1,1,,1,840.0,3605.91
1806,559000,"3055,39$","370,30$","290,00$",,Shannon,Québec Rive-Nord,"12, rue des Cerisiers",4,2,,1,1036.0,21531.05
1807,555000,,,,,Mirabel (Domaine-Vert Nord),Laurentides,"17030, rue de Mezy",2,1,1,2,,2853.48
1808,524000,"2023,55$","241,56$",,,Beaulac Garthby,Chaudière-Appalaches,"375, chemin Tanguay-Couture",3,1,1,1,1306.0,52396.0
1810,544900,"2972,75$","321,77$","1980,00$","864,00$",St-Eustache,Laurentides,"317, rue Radisson",3,1,,1,1120.0,6414.0
1811,369900,"2900,00$","259,00$",,,St-Romuald,Québec Rive-Sud (Lévis),"462, rue de l'Abbé-Ruel",3,2,,1,865.42,3493.97
1813,369900,"1874,00$","176,00$","661,00$","582,00$",Mascouche,Lanaudière,"201-185, rue Bohémier",2,1,,1,1119.0,171.5
1814,350000,"2700,00$","294,00$","900,00$","840,00$",Gatineau (Aylmer),Outaouais,"4-280, boulevard d'Europe",2,1,,1,1230.0,1926.74
1816,600000,,,,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"2180, rue sainte-catherine E - Esplanade Cartier - Par Prével",3,2,,1,1070.0,
1817,859900,,,,,St-Colomban,Laurentides,"525, rue Adèle-Berthelot - Oslo - Par Habitation Cousineau",3,2,1,1,1729.0,35862.0
1818,299000,,,,,Rosemont / La Petite Patrie,Montréal / l'Île,"3322, rue Masson - Medina Condominiums - Par Groupe Calex",,1,,1,,
1819,256600,"2109,07$","153,12$",,,St-Georges,Chaudière-Appalaches,"1184, 85e Rue",3,2,1,1,811.0,5603.0
1820,329000,"1960,00$","170,00$","816,00$","576,00$",St-Eustache,Laurentides,"4-130, boulevard Binette",2,1,,1,1043.0,
1821,352900,"2752,74$","237,23$","800,00$","385,00$",Beauport,Québec Rive-Nord,"403-400, rue Jean-François-Drouin",2,1,1,4,1180.0,
1822,1069136,,,,,Chomedey,Laval,"Marquise Condos - Unité 1604- 3653, avenue Jean-Beraud",3,2,,1,1670.0,
1823,250000,"2128,00$","113,00$","1318,00$",,Victoriaville,Centre-du-Québec,"123, rue du Parc",3,2,1,1,918.0,3795.35
1824,385000,,,,,Lévis,Québec Rive-Sud (Lévis),"2861, Basile-Nolin",2,1,1,1,800.0,3886.0
1825,950000,"3700,00$","417,50$","3200,00$",,St-Georges-De-Windsor,Estrie,"679, 3e Rang",3,1,,2,1900.0,2513412.01
1826,534000,"2801,76$",,,,St-Lazare,Montérégie Ouest,"843, rue des Criquets",3,1,1,2,1317.0,2163.55
1828,549900,"2765,00$","233,00$","1700,00$",,Terrebonne (Terrebonne),Lanaudière,"695, rue de Radisson",3,1,1,1,912.0,8182.0
1830,249999,"1169,00$","130,00$",,,Ahuntsic / Cartierville,Montréal / l'Île,"503-1570, rue Robert-Charbonneau",1,1,,1,600.0,273.19
1831,649000,"2163,56$","271,53$","2158,11$","2060,76$",Piedmont,Laurentides,"125, place des Geais-Bleus",3,1,1,2,1350.0,16195.0
1832,179900,"2100,00$","170,00$","2200,00$","2000,00$",Lévis,Québec Rive-Sud (Lévis),"117, rue Napoléon",5,1,1,2,1345.49,6393.76
1833,424900,,,,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"303-9500, rue Myra Cree",3,1,,1,1073.0,
1834,449000,"2310,00$","250,00$","2200,00$",,Gatineau (Gatineau),Outaouais,"243, rue Achbar",4,1,1,1,1476.38,4960.01
1835,325000,"1303,36$","138,24$","500,00$",,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"205-7400, rue Cléophée-Têtu",1,1,,1,753.47,
1836,485000,"3499,49$","268,26$","2500,00$","2100,00$",St-Ambroise,Saguenay-Lac-Saint-Jean,"1081, rang des Chutes",5,2,1,2,2200.0,40000.0
1837,395000,"2068,65$","196,92$","700,00$","435,00$",Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"102-4300, rue Bernard-Hubert",2,1,,1,962.0,
1838,594000,"3430,42$","306,48$",,,Terrebonne (Terrebonne),Lanaudière,"3585, rue de Moret",4,2,,2,,5514.35
1840,350000,"3560,00$","160,00$","2400,00$","125,00$",St-Jean-De-Dieu,Bas-Saint-Laurent,"125, rue Principale Nord",4,2,1,2,,46000.0
1841,499900,"3414,00$","259,00$",,,Terrebonne (Lachenaie),Lanaudière,"3499-3501, chemin Saint-Charles",4,2,,,,10848.0
1842,295000,,,"80,00$",,Beloeil,Montérégie (Rive-Sud Montréal),"1400, rue Paul-Perreault",1,1,,1,700.0,
1843,405000,,,,,Château-Richer,Québec Rive-Nord,"66, montée du Parc",2,1,1,2,1270.14,4582.2
1844,449900,,,,,Gatineau (Hull),Outaouais,"2-20, Boul. sacré-coeur - Par Les Constructions MCL",2,1,,2,995.0,
1845,329900,,,,,St-Émile,Québec Rive-Nord,Modèle Liberty - Phase 5 - Boisé Falardeau - Par Terrain Dev Immobilier inc.,3,2,1,2,600.0,5353.97
1847,489000,"2550,00$",,,,Drummondville (Drummondville),Centre-du-Québec,"1020, rue Marconi",4,2,1,2,1500.0,8138.468000000001
1848,475000,,,,,Charlesbourg,Québec Rive-Nord,"8255, rue de Colombelles",4,1,1,1,1108.0,9745.0
1849,229500,"3504,00$","118,00$","1586,00$","1908,00$",Hébertville,Saguenay-Lac-Saint-Jean,"159, chemin du Vallon",2,1,,1,534.0,25553.52
1850,459000,"1911,00$","247,00$",,"750,00$",Brossard,Montérégie (Rive-Sud Montréal),"2-8085, rue de Londres",2,1,,1,1067.0,1200.0
1852,405000,,,,,L'Assomption,Lanaudière,"991, rue Jolicoeur",4,2,1,2,1151.74,3616.67
1853,759500,,,,,Grandes-Piles,Mauricie,"606, Flora-Marchand",3,2,,1,1671.0,43593.84
1854,399000,,,,,Drummondville (Drummondville),Centre-du-Québec,"2280, rue Offenbach - Par Les Habitations G.Lemaire,",2,1,1,1,,5400.0
1857,396200,,,,,Sherbrooke (Mont-Bellevue),Estrie,"2226, rue Golconda - Carré Belvédère - Par les Constructions Christian Belleau",2,1,1,2,,
1858,250000,"2063,52$","144,20$","1560,00$",,Pont-Rouge,Portneuf,"31, rue Pleau",3,1,1,1,671.66,4669.38
1859,395500,"2235,41$","228,15$","843,00$",,Montréal-Nord,Montréal / l'Île,"106-6501, boulevard Maurice-Duplessis",3,1,,2,1045.18,506.87
1860,585000,"2912,72$","300,41$","2636,76$","782,62$",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"71, rue Cuvillier Est",4,1,1,1,1260.0,4725.0
1861,322118,,,,,Drummondville (St-Nicéphore),Centre-du-Québec,"1800, rue offenbach - Par Doyon Construction plus",4,2,,1,949.0,5150.0
1862,438000,"1877,68$","239,10$","350,00$","400,00$",Griffintown,Montréal / l'Île,"1457-101, rue Peel",1,1,,1,520.0,
1864,547500,"2906,85$","246,55$","2400,00$","820,00$",Repentigny (Repentigny),Lanaudière,"777, rue de la Sardaigne",4,2,,2,1476.0,5257.09
1865,435000,"2323,48$","272,59$","1092,38$",,Saint-Laurent,Montréal / l'Île,"1930, rue Saint-Cyr",2,1,,1,633.0,4000.0
1867,1988000,"4830,00$","832,00$",,,Dorval / L'Île Dorval,Montréal / l'Île,"1535, chemin du Bord-du-Lac Lakeshore",3,2,1,2,2016.0,8400.0
1868,349900,"1020,84$","122,52$",,,Drummondville (Drummondville),Centre-du-Québec,"585, 105e Avenue",3,2,,1,828.0,4999.84
1869,494000,"3533,05$","265,80$","1405,00$",,Chateauguay,Montérégie (Rive-Sud Montréal),"160, rue de Liège",2,2,,1,1000.0,3168.9
1870,520000,,,,,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,"785, rue de la Batiscan",5,2,1,2,1860.0,7990.0
1871,985000,"3331,07$","484,00$",,,Brossard,Montérégie (Rive-Sud Montréal),"1055, croissant Raphael",5,2,1,2,2200.0,6304.0
1872,430000,"1814,00$","105,00$",,,Ste-Julienne,Lanaudière,"1061, chemin du Bord de l'Eau",1,1,,1,,9598.0
1873,235900,"1880,60$","113,19$",,,Gatineau (Aylmer),Outaouais,"1-84, rue de Bruxelles",1,1,,1,755.0,1382.0
1874,344000,,,,,St-Anselme,Chaudière-Appalaches,"25, rue Cadrin",4,1,1,2,,6802.79
1876,150000,"1523,94$","109,91$","175,00$","388,00$",Charlesbourg,Québec Rive-Nord,"402-1365, boulevard Louis-XIV",2,1,,1,985.0,848.2
1877,889999,"4052,27$","472,25$","3444,00$",,Ste-Marguerite-Du-Lac-Masson,Laurentides,"49, rue des Rivages",4,2,,1,1520.0,66000.0
1878,327000,"2982,78$","325,00$","2057,24$",,Les Saules,Québec Rive-Nord,"1131-1135, avenue Claudel",6,2,,,,7500.0
1879,1999000,"4500,00$","550,00$","4500,00$","8500,00$",ND-De-Bonsecours,Outaouais,"1017, chemin Montevilla",5,5,2,2,5250.0,203480.0
1880,409500,"4100,00$","245,00$","1200,00$","1000,00$",Shawinigan (Shawinigan-Sud),Mauricie,"421, avenue des Dalles",2,1,,1,1403.0,7705.88
1881,336100,,,,,Waterville,Estrie,"152, Rue Champêtre",2,1,,1,936.0,4709.0
1882,245000,,,,,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"47, rue de Normandie",5,2,,1,970.0,5597.0
1883,195000,"1824,00$","140,00$","780,00$",,Ste-Foy,Québec Rive-Nord,"205-3205, rue France-Prime",2,1,,1,830.0,1187905.16
1884,769000,"3542,60$","445,03$","900,00$",,LaSalle,Montréal / l'Île,9047 rue de Beauport,3,1,1,,,2324.0
1885,274000,,,,,Carignan,Montérégie (Rive-Sud Montréal),"2931, rue Bouthillier",,,,,,6853.0
1886,680000,"1785,40$","243,37$",,,St-Bernard-de Michaudville,Montérégie (Rive-Sud Montréal),"349, 5e Rang",4,2,,2,78980.19,77974.0
1888,284900,"2005,15$","154,96$","1506,00$",,Beauport,Québec Rive-Nord,"768, avenue Nordique",3,1,1,2,920.0,
1889,519000,"2757,35$","338,94$",,"989,00$",LaSalle,Montréal / l'Île,"302-8105, rue George",3,2,,2,1234.0,6903.0
1890,110000,,,,,St-Bernard-de Michaudville,Montérégie (Rive-Sud Montréal),"LOT1, 5e Rang",,,,,,18022.0
1891,110000,,,,,St-Bernard-de Michaudville,Montérégie (Rive-Sud Montréal),"LOT2, 5e Rang",,,,,,16305.0
1892,700000,,,,,Labelle,Laurentides,"2946, Route 117",2,1,,1,1040.0,168186.1
1893,310000,"1856,00$","171,00$","1590,00$","1006,00$",Drummondville (St-Nicéphore),Centre-du-Québec,"175, rue Antoine-Caya",3,1,1,1,1020.42,16234.13
1894,325000,"3008,90$","173,45$",,"1663,00$",Paspebiac,Gaspésie-Îles-de-la-Madeleine,"89, 7e Avenue E",4,1,1,2,1603.82,850079.8
1895,494000,"3403,56$","327,59$","3200,00$",,St-Nicolas,Québec Rive-Sud (Lévis),"290, rue Laura-Tourangeau",3,2,1,2,1456.0,6495.0
1896,339900,,,,,Drummondville (Drummondville),Centre-du-Québec,"410, rue du l'Aligoté - Par Construction Serge Brouillette",2,1,,1,1088.0,5303.0
1897,570000,"4352,40$","425,00$","2647,00$",,Cap-Rouge,Québec Rive-Nord,"1106, avenue Robert-L.-Séguin",4,2,,2,1551.08,6334.56
1898,339900,,,,,Drummondville (Drummondville),Centre-du-Québec,"375, rue de l'Aligoté - Par Construction Serge Brouillette",2,1,,1,1088.0,5305.5
1900,649000,"3473,00$","299,00$",,"1200,00$",Cowansville,Estrie,"117, rue Beaujolais",5,2,1,2,1840.0,10988.0
1901,539900,"3984,00$","330,00$","3240,00$",,Rimouski (Rimouski),Bas-Saint-Laurent,"509, rue de la Bonne-Entente",4,2,1,2,1668.0,5801.0
1902,279000,"2158,63$","160,77$","570,00$","353,16$",St-Jérôme (St-Jérôme),Laurentides,"208-1440, avenue de Rochechouart",1,1,,4,740.56,
1903,473900,"2447,71$",,,,Fabreville,Laval,"3370, rue Constance",4,2,,1,882.0,4589.73
1904,750000,"3627,00$","312,00$",,,Chambly,Montérégie (Rive-Sud Montréal),"57, rue de Richelieu",8,4,,,,7459.39
1905,419000,"1274,00$","100,00$","1093,00$",,Noyan,Montérégie (Rive-Sud Montréal),"80, rue Frenette",4,1,1,1,1024.0,7492.0
1906,389000,"2940,00$","500,00$","2724,00$","780,00$",Lévis,Québec Rive-Sud (Lévis),"1287, rue Gérald Godin",3,1,1,2,1496.18,10796.2
1907,260000,"2400,00$","160,00$",,,Trois-Rivières (Trois-Rivières),Mauricie,"202-4660, place de la Marquise",2,1,,1,1300.0,
1908,159000,"1610,00$","120,00$",,,Ste-Foy,Québec Rive-Nord,"110-855, rue Grandjean",1,1,,3,90.82,
1909,549000,"2326,64$","269,18$","2487,72$","901,43$",Blainville,Laurentides,"6, rue Alfred-Pellan",3,1,1,1,1107.0,5500.0
1910,560000,"3130,96$","332,66$","648,96$",,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"1279, rue Berthelet",3,1,1,1,874.0,12000.0
1912,239000,"3928,29$","164,45$",,"2181,00$",Rivière-Du-Loup,Bas-Saint-Laurent,"2-2A-2B, rue de l'Étang",7,3,,,,6905.05
1913,725000,"3120,00$","333,00$","3888,00$","2500,00$",Val-Des-Lacs,Laurentides,"130, rue de l'Hémisphère",4,2,,2,1485.0,92483.0
1914,299000,"1970,00$","150,00$","900,00$",,St-Jérôme (St-Antoine),Laurentides,"8-330, rue deSainte-Lucie",2,1,,3,1000.0,
1915,579000,,,,,Magog,Estrie,"143, des Peupliers",4,2,,1,1200.0,8905.0
1916,479000,"3290,79$","272,79$",,,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),"219, rue Jeannotte",3,2,1,1,1664.0,7500.0
1917,349900,"1846,23$","181,21$","568,08$",,Chomedey,Laval,"101-3237, boulevard du Souvenir",2,1,,1,910.63,1739.45
1918,649900,"2666,00$","266,00$","3000,00$","2000,00$",Brigham,Estrie,"1146, chemin d'Adamsville",4,1,1,2,1166.0,68000.0
1919,349900,,,"200,00$",,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,"1100, boulevard Thibeau",3,2,,1,1230.0,28576.0
1920,520000,"4100,00$","500,00$","2500,00$",,Neufchatel,Québec Rive-Nord,"12695, boulevard Saint-Claude",6,2,1,2,2070.0,27250.0
1921,350000,"2398,13$","190,77$","2520,00$",,Les Saules,Québec Rive-Nord,"4595, avenue Gobert",3,2,,2,677.0,4896.0
1922,259000,"2400,00$","150,00$","1200,00$","807,00$",Sherbrooke (Mont-Bellevue),Estrie,"427, rue des Mille-Abeilles",3,2,,1,667.36,1883.68
1924,295000,,,,,Chambly,Montérégie (Rive-Sud Montréal),"1159, rue Talon",,,,,,9351.69
1925,149000,"359,52$","24,99$",,,La Pêche (Wakefield),Outaouais,"28, rue Poplar",,,,,,22862.55
1926,410000,"2731,00$","275,00$","2464,00$","2072,00$",Limoilou,Québec Rive-Nord,"1420-1430, 27e Rue",7,3,,,,4125.0
1927,422000,,,,,Ste-Clotilde-De-Chateauguay,Montérégie (Rive-Sud Montréal),"., Projet Les Boisés des Pins - Par Habitations Clermont",1,1,,1,,
1928,359000,"2665,00$","155,00$","1680,00$",,Victoriaville,Centre-du-Québec,"127, rue Paris",4,2,,1,1118.0,6000.0
1929,492000,"2551,01$","308,53$","660,00$","311,74$",Verdun,Montréal / l'Île,"104-811, rue Rielle",2,1,,1,830.0,
1930,91312214,,,,,Chelsea,Outaouais,"12, Chemin bates - Par Les Constructions MCL",3,1,1,2,1808.0,47307.39
1931,775000,"2650,00$","286,00$","3500,00$","979,00$",Chomedey,Laval,"3, 68e avenue",3,2,,2,1400.0,4612.0
1932,699000,"3045,00$","260,00$","1200,00$",,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"3202, grand Boulevard",1,1,,,,3418.7201
1933,425000,,,"2400,00$","1140,00$",Trois-Rivières (Pointe-Du-Lac),Mauricie,"285, Rue des Jardins-de-Baie-Jolie",4,2,,1,1284.0,7200.0
1936,799000,"3034,90$","350,21$","3331,05$","743,00$",St-Cyrille-De-Wendover,Centre-du-Québec,"1710, rue Tristan",4,3,,2,2214.0,44520.0
1937,75000,"1020,82$","41,64$","411,24$","297,00$",La Baie,Saguenay-Lac-Saint-Jean,"4222, sentier du Lac du Moulin",1,1,,1,240.0,8000.0
1938,395000,"2086,23$","213,30$","451,00$","236,00$",Chomedey,Laval,"102-2346, 100e Avenue",2,1,,1,1118.37,26038.735200000003
1939,89000,"517,32$","20,59$",,,Ferme-Neuve,Laurentides,"24 A, chemin du Lac Bertrand",,,,,,36000.0
1940,499900,"3238,91$","228,86$",,,Chateauguay,Montérégie (Rive-Sud Montréal),"155, boulevard Sutterlin",3,2,,1,960.0,6000.0
1941,368000,"2000,00$","800,00$","400,00$",,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"918-1800, boulevard René-Lévesque Ouest",1,1,,1,565.0,
1942,699900,,,,,Chateauguay,Montérégie (Rive-Sud Montréal),"55, Edward sud",3,1,1,2,1474.0,7399.1
1943,399900,"2606,66$","236,20$","1706,42$","765,18$",Beauport,Québec Rive-Nord,"102, rue Céline",3,1,1,1,1000.0,6694.0
1944,515000,"2688,00$","269,00$","2160,00$","1899,00$",Drummondville (St-Charles-De-Drummond),Centre-du-Québec,"2200, rue de la Bastille",3,2,1,1,1546.0,35836.0
1945,549000,"3575,00$",,,,Chesterville,Centre-du-Québec,"4901, route 161",4,2,,1,1664.0,40000.0
1946,495000,"1826,25$","248,21$","1389,83$","590,00$",Petite-Rivière-St-François,Charlevoix,"14, promenade du Saint-Laurent",2,1,,1,986.0,41934.0
1948,950000,"3855,00$","418,00$",,"1000,00$",Pincourt,Montérégie Ouest,"602, rue des Roitelets",3,2,1,2,1365.0,7000.0
1949,449900,"2883,05$","212,48$","2172,00$","980,00$",Gatineau (Masson-Angers),Outaouais,"172, rue de la Forteresse",4,2,,1,1100.0,5513.27
1950,1089000,,,,,Ste-Adèle,Laurentides,"411-409, rue de la Légende",5,3,,2,4800.0,23406.0
1951,685000,"3853,92$","485,99$","850,55$","1393,02$",Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"4050-4052, rue Mackenzie",4,2,,,,3568.24
1952,219500,"3089,00$","100,00$",,,Victoriaville,Centre-du-Québec,"245, boulevard des Bois-Francs Nord",,,,,,6018.1
1953,415000,,,,,St-Georges,Chaudière-Appalaches,"14747, 10e avenue",3,1,1,2,1900.0,8250.0
1954,229900,,,,,St-Raymond,Portneuf,"947, Grand Rang",3,1,,1,,5371.19
1955,934900,"4000,00$","425,00$","3000,00$",,Venise-En-Quebec,Montérégie (Rive-Sud Montréal),"526, avenue Missisquoi",3,2,1,2,2318.0,11300.0
1956,350000,"1990,25$","197,12$",,,St-Dominique,Montérégie (Rive-Sud Montréal),"1105, rue Raymond",3,1,,1,988.0,36176.43
1957,749000,"3953,00$","446,00$",,,Rivière des Prairies,Montréal / l'Île,"9940, boulevard Gouin Est",3,1,2,2,,10837.0
1958,110000,"1100,00$",,,,Pont-Rouge,Portneuf,"., Grand Rang",,,,,,14000.0
1960,269000,"2732,00$","91,00$","2253,48$","1202,00$",L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,"135, route 170",4,2,,,,8906.06
1961,339000,"1780,00$","200,00$",,,Pierrefonds / Roxboro,Montréal / l'Île,"401-4860, rue Harry-Worth",2,1,,1,990.0,
1962,50000,"300,00$","40,00$",,,Gracefield,Outaouais,"20, chemin Marks",,,,,,4000.0
1963,325000,"2027,00$","158,00$","1532,00$","928,00$",Val-Bélair,Québec Rive-Nord,"1312, rue de Jouvence",3,1,1,1,669.07,4504.7
1964,347000,"2552,06$","186,33$","1456,00$",,Sherbrooke (Fleurimont),Estrie,"2903, rue des Opales",3,2,,1,884.0,6479.87
1965,415000,"2910,00$","332,00$",,,Gatineau (Gatineau),Outaouais,"31, rue de Dieppe",2,1,1,1,866.0,6000.0
